,text
315,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘
316,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg
317,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
318,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund
319,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
320,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
321,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
322,@VirginAmerica add DTW and I'm sold!
323,@VirginAmerica How about some free drinks on the flight back for the free promo?
324,@VirginAmerica @SSal thanks!
325,@VirginAmerica momma I made it! 😁😁😁
326,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
327,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
328,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
329,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
330,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
331,@VirginAmerica Thanks!
332,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
333,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
334,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
335,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)"
336,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd"
337,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
338,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥
339,@VirginAmerica is my new go to airline
340,"@VirginAmerica @VirginAtlantic @GMA @AmericanAir 
Can You Help #ourprincess in need of some help in #USA 
🎀🇬🇧🎀🇺🇸🎀 http://t.co/778AzTDaer"
341,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
342,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
343,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica
344,@VirginAmerica trying to check-in...but looks like your site is down?
345,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
346,@VirginAmerica Sent a couple messages to the email you provided but to no avail. Will try again next year. Cheers.
347,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
348,"@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???"
349,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3
350,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
351,"@VirginAmerica
wjere is our luggage #so slow at lax"
352,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
353,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well"
354,@VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
355,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome"
356,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo
357,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
358,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
359,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!"
360,@VirginAmerica i would like help with some flights please.
361,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”
362,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
363,@VirginAmerica ok! first time flying with you tonight :)
364,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!
365,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114"
366,"@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3XElbOn"
367,@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.
368,@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.
369,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉
370,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!
371,@VirginAmerica delayed to10.30!!
372,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?
373,"@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race 
http://t.co/SfjDuahx9Z by @skift"
374,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!
375,@VirginAmerica  Flight Booking Problems last second flight for next week from SFO- to SAN any chance you want to gift me a promo code since I love you guys
376,@VirginAmerica Comenity Bank is a joke!  Please change.  Nothing but constant problems with this bank
377,"@VirginAmerica I just did, how can I DM? Do u have to also add me?"
378,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines."
379,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER
380,"@VirginAmerica Anytime, sugafly."
381,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!
382,@VirginAmerica I need a receipt for a flight change. Can you send one?
383,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?"
384,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd
385,@VirginAmerica that doesn't look to fat to me! It looks yummy!
386,"@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.
http://t.co/96Sctomh29"
387,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
388,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE
389,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE
390,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
391,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️
392,@VirginAmerica Your planes are really pretty. Just thought u should know that. :)
393,@VirginAmerica when are you flying to hawaii
394,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help
395,@VirginAmerica thank you
396,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!
397,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI
398,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
399,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!
400,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…
401,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!"
402,"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C"
403,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0
404,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
405,@VirginAmerica you should have 39 dollar LAX-Las fares!!!
406,@VirginAmerica great. Well deserved.
407,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.
408,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!
409,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.
410,@VirginAmerica You should still develop an app - then you will be my favorite airline.
411,@VirginAmerica all crap channels which is why I pay to watch UK tv
412,@VirginAmerica got it. All set - Thanks!
413,@VirginAmerica no A's channel this year?
414,@VirginAmerica Only thing I see on passbook is Virgin Mobile Mexico. How do I integrate?
415,@VirginAmerica Giants and Virgin America. A match made in heaven.
416,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!"
417,@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.
418,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail
419,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(
420,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A
421,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker
422,@VirginAmerica thank you! See y'all soon! I'm excited to see the expansion of destinations. Spread those wings!
423,"@VirginAmerica announces new nonstop connecting @AUStinAirport &amp; @DallasLoveField, $39 intro: http://t.co/qXnOaQtYN8 http://t.co/JK7qmdfqgf"
